一级分类,二级分类,药品名,产品规格,生产厂家,零售参考价,采购价
神经科,"
中风","
单唾液酸四己糖神经节苷脂钠注射液",2ml:20mg/支*5支/盒,齐鲁制药有限公司,83.00,￥50.00
神经科,"
中风","
贞芪扶正颗粒",15g*8袋（含糖）/盒,修正药业集团股份有限公司,47.00,￥28.00
神经科,"
中风","
云芝胞内糖肽胶囊",0.5g*30s/盒,江苏神华药业有限公司,75.00,￥45.00
神经科,"
中风","
【冷链】
多西他赛注射液",0.5ml:20mg/盒,深圳万乐药业有限公司,145.00,￥87.00
神经科,"
中风","
鹤蟾片",0.25g*36片/盒,吉林省通化振国药业有限公司,83.00,￥50.00
神经科,"
中风","
回生口服液",10ml*6支/盒,成都地奥集团天府药业股份有限公司,81.00,￥48.72
神经科,"
中风","
鹤蟾片",0.37g*90片/瓶,广州白云山中一药业有限公司,52.00,￥31.00
神经科,"
中风","
康莱特软胶囊",0.45g*72粒/瓶(软胶囊),浙江康莱特药业有限公司,342.00,￥205.00
神经科,"
中风","
香菇多糖胶囊",0.185g*24粒/盒,湖北创力药业有限公司,155.00,￥90.00
神经科,"
中风","
复方红豆杉胶囊",0.3g*12粒/盒,重庆赛诺生物药业股份有限公司,433.00,￥260.00
神经科,"
中风","
参一胶囊",10mg*24粒/盒,吉林亚泰制药股份有限公司,283.00,￥170.00
神经科,"
中风","
注射用盐酸吉西他滨",0.2g/支*8支/盒,齐鲁制药(海南)有限公司,72.00,￥37.00
神经科,"
中风","
鸦胆子油口服乳液",250ml/瓶,沈阳药大雷允上药业有限责任公司,200.00,￥120.00
神经科,"
中风","
紫龙金片",0.65g*48片/盒,天津中新药业集团股份有限公司隆顺榕制药厂,253.00,￥152.00
神经科,"
中风","
鸦胆子油软胶囊",0.54g*12粒/板*2板/盒,浙江天一堂药业有限公司,140.00,￥84.16
神经科,"
中风","
注射用盐酸吉西他滨",0.2g/瓶/盒,湖北一半天制药有限公司,100.00,￥60.00
神经科,"
中风","
注射用盐酸吉西他滨",1.0g*1支/盒,齐鲁制药(海南)有限公司,317.00,￥190.00
神经科,"
中风","
注射用盐酸吉西他滨",0.2g*8支/盒,哈药集团生物工程有限公司,67.00,￥40.00
神经科,"
中风","
阿卡波糖片",50mg*30片/盒,拜耳医药保健有限公司,107.00,￥64.00
神经科,"
中风","
塞来昔布胶囊",0.2g×6粒/盒,辉瑞制药有限公司,68.00,￥41.00
神经科,"
中风","
骨康胶囊",0.4g*12粒/板*4板/盒,贵州维康子帆药业股份有限公司,63.00,￥38.00
神经科,"
中风","
恒古骨伤愈合剂",25ml/瓶/盒,云南克雷斯制药股份有限公司,75.00,
神经科,"
中风","
麝香追风膏",7cm*10cm*8片/盒,广东湛江吉民药业股份有限公司,10.00,￥6.00
神经科,"
中风","
鲑降钙素注射液",1ml：8.3ug(50IU)*10支/盒,北京双鹭药业股份有限公司,11.00,￥6.50
神经科,"
中风","
阿仑膦酸钠片",10mg*7片/盒,北京万生药业有限责任公司,58.00,￥28.00
神经科,"
中风","
狗皮膏",8cm*4.5cm*6贴/盒（改进版）,锦州紫金药业有限公司,25.00,￥15.00
神经科,"
中风","
正清风痛宁片",20mg*24片/板/盒,湖南正清制药集团股份有限公司,13.00,￥8.00
神经科,"
中风","
奥沙普秦肠溶片",0.2g*8片/盒,湖北百科亨迪药业有限公司,17.00,￥10.00
神经科,"
中风","
壮腰健肾丸",35g/瓶/盒,广州白云山陈李济药厂有限公司,17.00,￥10.00
神经科,"
中风","
非布司他片",40mg*7片/板*2板/盒,江苏万邦生化医药集团有限责任公司,377.00,￥226.00
神经科,"
中风","
云南白药胶囊",0.25g*16片/盒,云南白药集团股份有限公司,32.00,￥19.00
神经科,"
中风","
阿仑膦酸钠片",70mg*4片/盒,北京万生药业有限责任公司,58.00,￥28.00
神经科,"
中风","
润肠胶囊",0.4g*6粒/板/盒,长春银诺克药业有限公司,40.00,￥24.00
神经科,"
中风","
美洛昔康分散片",7.5mg*10粒/板/盒,海南全星制药有限公司,10.00,￥6.00
神经科,"
中风","
骨筋丸胶囊",0.3g*24粒/盒,河北万岁药业有限公司,17.00,￥10.00
神经科,"
中风","
双醋瑞因胶囊",50mg*10粒/板*3板/盒,昆明积大制药股份有限公司,217.00,￥130.00
神经科,"
中风","
肿节风分散片",0.5g*36片/盒,湖南方盛制药股份有限公司,22.00,￥12.99
神经科,"
中风","
参茸益肾胶囊",0.3g*15粒/板*2板/盒,吉林省银诺克药业有限公司,45.00,￥27.00
神经科,"
中风","
伤筋正骨酊",12ML/瓶/盒,贵州盛世龙方制药股份有限公司,12.00,￥7.00
神经科,"
中风","
颈腰康胶囊",0.33g/粒*20粒/板*2板/盒,通化卫京药业股份有限公司,40.00,￥24.00
神经科,"
中风","
复方夏天无片",0.3g*36片/盒,江西天施康中药股份有限公司,40.00,￥24.00
神经科,"
中风","
腰痛片",0.25g/片*18片/板*3板/盒（薄膜衣片）,湖北诺得胜制药有限公司,17.00,￥10.00
神经科,"
中风","
阿法骨化醇软胶囊",0.25ug*20粒/盒,广州白云山星群(药业)股份有限公司,28.00,￥16.50
神经科,"
中风","
依托度酸片",0.2g*12片/盒,浙江亚太药业股份有限公司,25.00,￥15.00
神经科,"
中风","
伤筋正骨酊",30ml/瓶/盒,贵州盛世龙方制药股份有限公司,24.00,￥14.50
神经科,"
中风","
三七伤药胶囊",0.25g*24片/盒,广西玉林制药集团有限责任公司,15.00,￥9.00
神经科,"
中风","
复方夏天无片",0.32g*42片/瓶/盒,江西天施康中药股份有限公司,57.00,￥34.00
神经科,"
中风","
骨肽片",0.3g*24片/盒,吉林华康药业股份有限公司,30.00,￥18.00
神经科,"
中风","
云南白药气雾剂",85g+30g/盒,云南白药集团股份有限公司,50.00,￥30.00
神经科,"
中风","
盐酸氨基葡萄糖片",0.24g*15片/板*6板/盒*2盒/中盒,四川绿叶制药股份有限公司,131.00,￥78.70
神经科,"
中风","
葡萄糖酸钙口服溶液",10ml*10支/盒,大连水产药业有限公司,20.00,￥12.00
神经科,"
中风","
祖师麻片",0.30g*18片*3板/盒,秦皇岛市山海关药业有限责任公司,58.00,￥35.00
神经科,"
中风","
非布司他片",40mg*12片/盒,杭州朱养心药业有限公司,208.00,￥125.00
神经科,"
中风","
脉血康胶囊",0.25g*12粒/板*2板/盒,重庆多普泰制药股份有限公司,47.00,￥28.00
神经科,"
中风","
脑络通胶囊",0.5g*24粒/盒,吉林吉春制药股份有限公司,33.00,￥20.00
神经科,"
中风","
十五味乳鹏丸",12丸/盒（每10丸重3g）,西藏金珠雅砻藏药有限责任公司,37.00,￥22.00
神经科,"
中风","
活络油",25ml/瓶,贵州黄道益医药科技有限公司,42.00,￥25.00
神经科,"
中风","
木瓜片",0.6g*12片/板*2板/盒,吉林省正和药业集团股份有限公司,17.00,￥10.00
神经科,"
中风","
雪上一枝蒿速效止痛搽剂",30ml/瓶/盒,云南一枝蒿制药有限公司,32.00,￥19.00
神经科,"
中风","
伤科跌打片",12片/板*4板/盒,内蒙古蒙药股份有限公司,28.00,￥17.00
神经科,"
中风","
跌打万花油",25ml/瓶,广州白云山敬修堂药业股份有限公司,13.00,￥7.50
神经科,"
中风","
祖师麻片",0.30g*36片/盒,秦皇岛市山海关药业有限责任公司,36.00,￥21.80
神经科,"
中风","
藤黄健骨胶囊",0.25g*12粒*2板/盒,甘肃省西峰制药有限责任公司,68.00,￥41.00
神经科,"
中风","
复方伸筋胶囊",0.4g*12粒/板*2板/盒,贵州高原彝药厂有限公司,52.00,￥31.00
神经科,"
中风","
接骨片",12片*1板/盒,吉林省正和药业集团股份有限公司,33.00,￥20.00
神经科,"
中风","
麝香追风膏",9.5cm*11.6cm*6片/盒,广东湛江吉民药业股份有限公司,38.00,￥23.00
神经科,"
中风","
元七骨痛酊",60ml/瓶/盒,湖南方盛制药股份有限公司,72.00,￥43.00
神经科,"
中风","
风湿关节酒",300ml/瓶/盒,北京同仁堂股份有限公司同仁堂药酒厂,103.00,￥62.00
神经科,"
中风","
骨增消片",0.31g*72片 / 盒,吉林省正和药业集团股份有限公司,38.00,￥23.00
神经科,"
中风","
硫酸氨基葡萄糖钾胶囊",0.25g*10粒/板*2板/盒,山西康宝生物制品股份有限公司,92.00,￥55.10
神经科,"
中风","
美洛昔康胶囊",7.5mg*10粒/盒,四川绿叶宝光药业股份有限公司,40.00,￥24.00
神经科,"
中风","
仙灵骨葆胶囊",0.5g*40粒/盒,国药集团同济堂(贵州)制药有限公司,58.00,￥35.00
神经科,"
中风","
独一味软胶囊",0.6g*12粒/板*2板/盒,山西黄河中药有限公司,33.00,￥20.00
神经科,"
中风","
美洛昔康片",7.5mg*7片/盒,上海勃林格殷格翰药业有限公司,31.00,￥18.60
神经科,"
脑血管病","
阿那曲唑片",1mg*14片/盒,浙江万晟药业有限公司,117.00,￥70.00
神经科,"
脑血管病","
甘露聚糖肽胶囊",5mg*24粒/盒,四川奥邦药业有限公司,52.00,￥31.40
神经科,"
脑血管病","
转移因子胶囊",3mg：100ug*12粒/盒,南京瑞尔医药有限公司,12.00,￥7.00
神经科,"
脑血管病","
恩替卡韦分散片",0.5mg*7片/盒,山东鲁抗医药股份有限公司,55.00,￥33.00
神经科,"
脑血管病","
清肺散结丸",3g*6瓶/盒,海南龙圣堂制药有限公司,767.00,￥460.00
神经科,"
脑血管病","
香菇菌多糖片",10mg*18片/瓶/盒,湖北广仁药业有限公司,15.00,￥9.20
神经科,"
脑血管病","
二十五味肺病丸",0.5g*6丸/板*3板/盒,甘南佛阁藏药有限公司,33.00,￥20.00
神经科,"
脑血管病","
奥卡西平片",0.3g*20片/盒,武汉人福药业有限责任公司,60.00,￥36.00
神经科,"
脑血管病","
二十五味肺病丸",6丸/板*2板/盒,西藏神猴药业有限责任公司 ,42.00,￥25.00
神经科,"
脑血管病","
苯甲酸利扎曲普坦片",5mg*3片/盒,湖北欧立制药有限公司,87.00,￥52.00
神经科,"
脑血管病","
盐酸舍曲林片",50mg*14片/盒,万特制药(海南)有限公司,19.00,￥11.30
神经科,"
脑血管病","
盐酸多奈哌齐片",5mg*7片/盒,重庆植恩药业有限公司,37.00,￥21.90
神经科,"
脑血管病","
回生口服液",10ml*10支/盒,成都地奥集团天府药业股份有限公司,133.00,￥80.00
神经科,"
脑血管病","
奥拉西坦注射液",5ml：1.0g*6支/盒,朗天药业（湖北）有限公司,30.00,￥18.00
神经科,"
脑血管病","
叶下珠片",0.3g*18片/板*3板/盒,大理白族自治州中药制药有限公司,53.00,￥32.00
神经科,"
脑血管病","
氢溴酸西酞普兰片",20mg*12片/盒,江苏恩华药业股份有限公司,35.00,￥21.00
神经科,"
脑血管病","
紫杉醇注射液",5ml:30mg*1支/盒,海口奇力制药股份有限公司,75.00,￥45.00
神经科,"
脑血管病","
醋酸甲地孕酮分散片",160mg*10片/盒,青岛国海生物制药有限公司,90.00,￥54.00
神经科,"
脑血管病","
依托泊苷胶囊",25mg×40粒/盒,"日本化药株式会社
",1250.00,￥750.00
神经科,"
脑血管病","
鸦胆子油软胶囊",0.53g*12粒/板*2板/盒,华润三九(南昌)药业有限公司,58.00,￥35.00
神经科,"
脑血管病","
多烯磷脂酰胆碱胶囊",228mg*12粒/板*3板/盒,赛诺菲(北京)制药有限公司,90.00,￥54.00
神经科,"
脑血管病","
消癌平片",0.3g*72片/盒,四川国康药业有限公司,22.00,￥13.40
神经科,"
脑血管病","
化癥回生口服液",10ml/支*6支/盒,哈药慈航制药股份有限公司,239.00,￥143.50
神经科,"
脑血管病","
升血小板胶囊",0.45g*24片/盒,陕西郝其军制药股份有限公司 ,78.00,￥50.00
神经科,"
脑血管病","
贞芪扶正颗粒",15g*10袋/盒,湖南时代阳光药业股份有限公司,14.00,￥8.40
神经科,"
脑血管病","
胸腺肽肠溶胶囊",5mg*24片/盒,上海宝龙药业有限公司,56.00,￥33.60
神经科,"
脑血管病","
单唾液酸四己糖神经节苷脂钠注射液",2ml:20mg/支*5支/盒,齐鲁制药有限公司,83.00,￥50.00
神经科,"
脑血管病","
贞芪扶正颗粒",15g*8袋（含糖）/盒,修正药业集团股份有限公司,47.00,￥28.00
神经科,"
脑血管病","
云芝胞内糖肽胶囊",0.5g*30s/盒,江苏神华药业有限公司,75.00,￥45.00
神经科,"
脑血管病","
【冷链】
多西他赛注射液",0.5ml:20mg/盒,深圳万乐药业有限公司,145.00,￥87.00
神经科,"
脑血管病","
鹤蟾片",0.25g*36片/盒,吉林省通化振国药业有限公司,83.00,￥50.00
神经科,"
脑血管病","
回生口服液",10ml*6支/盒,成都地奥集团天府药业股份有限公司,81.00,￥48.72
神经科,"
脑血管病","
鹤蟾片",0.37g*90片/瓶,广州白云山中一药业有限公司,52.00,￥31.00
神经科,"
脑血管病","
康莱特软胶囊",0.45g*72粒/瓶(软胶囊),浙江康莱特药业有限公司,342.00,￥205.00
神经科,"
脑血管病","
香菇多糖胶囊",0.185g*24粒/盒,湖北创力药业有限公司,155.00,￥90.00
神经科,"
脑血管病","
复方红豆杉胶囊",0.3g*12粒/盒,重庆赛诺生物药业股份有限公司,433.00,￥260.00
神经科,"
脑血管病","
参一胶囊",10mg*24粒/盒,吉林亚泰制药股份有限公司,283.00,￥170.00
神经科,"
脑血管病","
注射用盐酸吉西他滨",0.2g/支*8支/盒,齐鲁制药(海南)有限公司,72.00,￥37.00
神经科,"
脑血管病","
鸦胆子油口服乳液",250ml/瓶,沈阳药大雷允上药业有限责任公司,200.00,￥120.00
神经科,"
脑血管病","
紫龙金片",0.65g*48片/盒,天津中新药业集团股份有限公司隆顺榕制药厂,253.00,￥152.00
神经科,"
脑血管病","
鸦胆子油软胶囊",0.54g*12粒/板*2板/盒,浙江天一堂药业有限公司,140.00,￥84.16
神经科,"
脑血管病","
注射用盐酸吉西他滨",0.2g/瓶/盒,湖北一半天制药有限公司,100.00,￥60.00
神经科,"
脑血管病","
注射用盐酸吉西他滨",1.0g*1支/盒,齐鲁制药(海南)有限公司,317.00,￥190.00
神经科,"
脑血管病","
注射用盐酸吉西他滨",0.2g*8支/盒,哈药集团生物工程有限公司,67.00,￥40.00
神经科,"
脑血管病","
阿卡波糖片",50mg*30片/盒,拜耳医药保健有限公司,107.00,￥64.00
神经科,"
脑血管病","
塞来昔布胶囊",0.2g×6粒/盒,辉瑞制药有限公司,68.00,￥41.00
神经科,"
脑血管病","
骨康胶囊",0.4g*12粒/板*4板/盒,贵州维康子帆药业股份有限公司,63.00,￥38.00
神经科,"
脑血管病","
恒古骨伤愈合剂",25ml/瓶/盒,云南克雷斯制药股份有限公司,75.00,
神经科,"
脑血管病","
麝香追风膏",7cm*10cm*8片/盒,广东湛江吉民药业股份有限公司,10.00,￥6.00
神经科,"
脑血管病","
鲑降钙素注射液",1ml：8.3ug(50IU)*10支/盒,北京双鹭药业股份有限公司,11.00,￥6.50
神经科,"
癫痫","
阿那曲唑片",1mg*14片/盒,浙江万晟药业有限公司,117.00,￥70.00
神经科,"
癫痫","
甘露聚糖肽胶囊",5mg*24粒/盒,四川奥邦药业有限公司,52.00,￥31.40
神经科,"
癫痫","
转移因子胶囊",3mg：100ug*12粒/盒,南京瑞尔医药有限公司,12.00,￥7.00
神经科,"
癫痫","
恩替卡韦分散片",0.5mg*7片/盒,山东鲁抗医药股份有限公司,55.00,￥33.00
神经科,"
癫痫","
清肺散结丸",3g*6瓶/盒,海南龙圣堂制药有限公司,767.00,￥460.00
神经科,"
癫痫","
香菇菌多糖片",10mg*18片/瓶/盒,湖北广仁药业有限公司,15.00,￥9.20
神经科,"
癫痫","
二十五味肺病丸",0.5g*6丸/板*3板/盒,甘南佛阁藏药有限公司,33.00,￥20.00
神经科,"
癫痫","
奥卡西平片",0.3g*20片/盒,武汉人福药业有限责任公司,60.00,￥36.00
神经科,"
癫痫","
二十五味肺病丸",6丸/板*2板/盒,西藏神猴药业有限责任公司 ,42.00,￥25.00
神经科,"
癫痫","
苯甲酸利扎曲普坦片",5mg*3片/盒,湖北欧立制药有限公司,87.00,￥52.00
神经科,"
癫痫","
盐酸舍曲林片",50mg*14片/盒,万特制药(海南)有限公司,19.00,￥11.30
神经科,"
癫痫","
盐酸多奈哌齐片",5mg*7片/盒,重庆植恩药业有限公司,37.00,￥21.90
神经科,"
癫痫","
回生口服液",10ml*10支/盒,成都地奥集团天府药业股份有限公司,133.00,￥80.00
神经科,"
癫痫","
奥拉西坦注射液",5ml：1.0g*6支/盒,朗天药业（湖北）有限公司,30.00,￥18.00
神经科,"
癫痫","
叶下珠片",0.3g*18片/板*3板/盒,大理白族自治州中药制药有限公司,53.00,￥32.00
神经科,"
癫痫","
氢溴酸西酞普兰片",20mg*12片/盒,江苏恩华药业股份有限公司,35.00,￥21.00
神经科,"
癫痫","
紫杉醇注射液",5ml:30mg*1支/盒,海口奇力制药股份有限公司,75.00,￥45.00
神经科,"
癫痫","
醋酸甲地孕酮分散片",160mg*10片/盒,青岛国海生物制药有限公司,90.00,￥54.00
神经科,"
癫痫","
依托泊苷胶囊",25mg×40粒/盒,"日本化药株式会社
",1250.00,￥750.00
神经科,"
癫痫","
鸦胆子油软胶囊",0.53g*12粒/板*2板/盒,华润三九(南昌)药业有限公司,58.00,￥35.00
神经科,"
癫痫","
多烯磷脂酰胆碱胶囊",228mg*12粒/板*3板/盒,赛诺菲(北京)制药有限公司,90.00,￥54.00
神经科,"
癫痫","
消癌平片",0.3g*72片/盒,四川国康药业有限公司,22.00,￥13.40
神经科,"
癫痫","
化癥回生口服液",10ml/支*6支/盒,哈药慈航制药股份有限公司,239.00,￥143.50
神经科,"
癫痫","
升血小板胶囊",0.45g*24片/盒,陕西郝其军制药股份有限公司 ,78.00,￥50.00
神经科,"
癫痫","
贞芪扶正颗粒",15g*10袋/盒,湖南时代阳光药业股份有限公司,14.00,￥8.40
神经科,"
癫痫","
胸腺肽肠溶胶囊",5mg*24片/盒,上海宝龙药业有限公司,56.00,￥33.60
神经科,"
癫痫","
单唾液酸四己糖神经节苷脂钠注射液",2ml:20mg/支*5支/盒,齐鲁制药有限公司,83.00,￥50.00
神经科,"
癫痫","
贞芪扶正颗粒",15g*8袋（含糖）/盒,修正药业集团股份有限公司,47.00,￥28.00
神经科,"
癫痫","
云芝胞内糖肽胶囊",0.5g*30s/盒,江苏神华药业有限公司,75.00,￥45.00
神经科,"
癫痫","
【冷链】
多西他赛注射液",0.5ml:20mg/盒,深圳万乐药业有限公司,145.00,￥87.00
神经科,"
癫痫","
鹤蟾片",0.25g*36片/盒,吉林省通化振国药业有限公司,83.00,￥50.00
神经科,"
癫痫","
回生口服液",10ml*6支/盒,成都地奥集团天府药业股份有限公司,81.00,￥48.72
神经科,"
癫痫","
鹤蟾片",0.37g*90片/瓶,广州白云山中一药业有限公司,52.00,￥31.00
神经科,"
癫痫","
康莱特软胶囊",0.45g*72粒/瓶(软胶囊),浙江康莱特药业有限公司,342.00,￥205.00
神经科,"
癫痫","
香菇多糖胶囊",0.185g*24粒/盒,湖北创力药业有限公司,155.00,￥90.00
神经科,"
癫痫","
复方红豆杉胶囊",0.3g*12粒/盒,重庆赛诺生物药业股份有限公司,433.00,￥260.00
神经科,"
癫痫","
参一胶囊",10mg*24粒/盒,吉林亚泰制药股份有限公司,283.00,￥170.00
神经科,"
癫痫","
注射用盐酸吉西他滨",0.2g/支*8支/盒,齐鲁制药(海南)有限公司,72.00,￥37.00
神经科,"
癫痫","
鸦胆子油口服乳液",250ml/瓶,沈阳药大雷允上药业有限责任公司,200.00,￥120.00
神经科,"
癫痫","
紫龙金片",0.65g*48片/盒,天津中新药业集团股份有限公司隆顺榕制药厂,253.00,￥152.00
神经科,"
癫痫","
鸦胆子油软胶囊",0.54g*12粒/板*2板/盒,浙江天一堂药业有限公司,140.00,￥84.16
神经科,"
癫痫","
注射用盐酸吉西他滨",0.2g/瓶/盒,湖北一半天制药有限公司,100.00,￥60.00
神经科,"
癫痫","
注射用盐酸吉西他滨",1.0g*1支/盒,齐鲁制药(海南)有限公司,317.00,￥190.00
